,period_begin,period_end,zip,parent_metro_region,median_sale_price,property_type,LAT,LNG
997,2017-11-01,2018-01-31,30341,"Atlanta, GA",367000.0,Single Family Residential,33.888505,-84.289532
1004,2017-12-01,2018-02-28,30341,"Atlanta, GA",389000.0,Single Family Residential,33.888505,-84.289532
1007,2018-01-01,2018-03-31,30341,"Atlanta, GA",450000.0,Single Family Residential,33.888505,-84.289532
1012,2018-02-01,2018-04-30,30341,"Atlanta, GA",470000.0,Single Family Residential,33.888505,-84.289532
1013,2018-03-01,2018-05-31,30341,"Atlanta, GA",472500.0,Single Family Residential,33.888505,-84.289532
1018,2018-04-01,2018-06-30,30341,"Atlanta, GA",447750.0,Single Family Residential,33.888505,-84.289532
1020,2018-05-01,2018-07-31,30341,"Atlanta, GA",436500.0,Single Family Residential,33.888505,-84.289532
1024,2018-06-01,2018-08-31,30341,"Atlanta, GA",420000.0,Single Family Residential,33.888505,-84.289532
1031,2018-08-01,2018-10-31,30341,"Atlanta, GA",394900.0,Single Family Residential,33.888505,-84.289532
1032,2018-09-01,2018-11-30,30341,"Atlanta, GA",400000.0,Single Family Residential,33.888505,-84.289532
1037,2018-11-01,2019-01-31,30341,"Atlanta, GA",413350.0,Single Family Residential,33.888505,-84.289532
1042,2018-12-01,2019-02-28,30341,"Atlanta, GA",375000.0,Single Family Residential,33.888505,-84.289532
1043,2019-01-01,2019-03-31,30341,"Atlanta, GA",440000.0,Single Family Residential,33.888505,-84.289532
1054,2019-05-01,2019-07-31,30341,"Atlanta, GA",412500.0,Single Family Residential,33.888505,-84.289532
1058,2019-06-01,2019-08-31,30341,"Atlanta, GA",432500.0,Single Family Residential,33.888505,-84.289532
1060,2019-07-01,2019-09-30,30341,"Atlanta, GA",433500.0,Single Family Residential,33.888505,-84.289532
1064,2019-08-01,2019-10-31,30341,"Atlanta, GA",434900.0,Single Family Residential,33.888505,-84.289532
1066,2019-09-01,2019-11-30,30341,"Atlanta, GA",435000.0,Single Family Residential,33.888505,-84.289532
1070,2019-10-01,2019-12-31,30341,"Atlanta, GA",434000.0,Single Family Residential,33.888505,-84.289532
1073,2019-11-01,2020-01-31,30341,"Atlanta, GA",415000.0,Single Family Residential,33.888505,-84.289532
1075,2019-12-01,2020-02-29,30341,"Atlanta, GA",399950.0,Single Family Residential,33.888505,-84.289532
1080,2020-01-01,2020-03-31,30341,"Atlanta, GA",420000.0,Single Family Residential,33.888505,-84.289532
1084,2020-02-01,2020-04-30,30341,"Atlanta, GA",441250.0,Single Family Residential,33.888505,-84.289532
1087,2020-03-01,2020-05-31,30341,"Atlanta, GA",469250.0,Single Family Residential,33.888505,-84.289532
1089,2020-04-01,2020-06-30,30341,"Atlanta, GA",435000.0,Single Family Residential,33.888505,-84.289532
1093,2020-06-01,2020-08-31,30341,"Atlanta, GA",440500.0,Single Family Residential,33.888505,-84.289532
1101,2020-08-01,2020-10-31,30341,"Atlanta, GA",465500.0,Single Family Residential,33.888505,-84.289532
1104,2020-10-01,2020-12-31,30341,"Atlanta, GA",417000.0,Single Family Residential,33.888505,-84.289532
1108,2020-11-01,2021-01-31,30341,"Atlanta, GA",410000.0,Single Family Residential,33.888505,-84.289532
1113,2020-12-01,2021-02-28,30341,"Atlanta, GA",430000.0,Single Family Residential,33.888505,-84.289532
1116,2021-01-01,2021-03-31,30341,"Atlanta, GA",430000.0,Single Family Residential,33.888505,-84.289532
1121,2021-03-01,2021-05-31,30341,"Atlanta, GA",450000.0,Single Family Residential,33.888505,-84.289532
1124,2021-04-01,2021-06-30,30341,"Atlanta, GA",485000.0,Single Family Residential,33.888505,-84.289532
1134,2021-07-01,2021-09-30,30341,"Atlanta, GA",490000.0,Single Family Residential,33.888505,-84.289532
1141,2012-01-01,2012-03-31,30127,"Atlanta, GA",75000.0,Single Family Residential,33.874556,-84.694713
1144,2012-02-01,2012-04-30,30127,"Atlanta, GA",84650.0,Single Family Residential,33.874556,-84.694713
1146,2012-03-01,2012-05-31,30127,"Atlanta, GA",90019.0,Single Family Residential,33.874556,-84.694713
1148,2012-04-01,2012-06-30,30127,"Atlanta, GA",92000.0,Single Family Residential,33.874556,-84.694713
1153,2012-05-01,2012-07-31,30127,"Atlanta, GA",92000.0,Single Family Residential,33.874556,-84.694713
1156,2012-06-01,2012-08-31,30127,"Atlanta, GA",98000.0,Single Family Residential,33.874556,-84.694713
1161,2012-07-01,2012-09-30,30127,"Atlanta, GA",110000.0,Single Family Residential,33.874556,-84.694713
1163,2012-08-01,2012-10-31,30127,"Atlanta, GA",116200.0,Single Family Residential,33.874556,-84.694713
1168,2012-09-01,2012-11-30,30127,"Atlanta, GA",125000.0,Single Family Residential,33.874556,-84.694713
1184,2013-02-01,2013-04-30,30127,"Atlanta, GA",139950.0,Single Family Residential,33.874556,-84.694713
1185,2013-03-01,2013-05-31,30127,"Atlanta, GA",145000.0,Single Family Residential,33.874556,-84.694713
1193,2013-04-01,2013-06-30,30127,"Atlanta, GA",149250.0,Single Family Residential,33.874556,-84.694713
1195,2013-05-01,2013-07-31,30127,"Atlanta, GA",170500.0,Single Family Residential,33.874556,-84.694713
1198,2013-06-01,2013-08-31,30127,"Atlanta, GA",157500.0,Single Family Residential,33.874556,-84.694713
1201,2013-07-01,2013-09-30,30127,"Atlanta, GA",145900.0,Single Family Residential,33.874556,-84.694713
1209,2013-11-01,2014-01-31,30127,"Atlanta, GA",145000.0,Single Family Residential,33.874556,-84.694713
1212,2013-12-01,2014-02-28,30127,"Atlanta, GA",147000.0,Single Family Residential,33.874556,-84.694713
1221,2014-03-01,2014-05-31,30127,"Atlanta, GA",171300.0,Single Family Residential,33.874556,-84.694713
1222,2014-04-01,2014-06-30,30127,"Atlanta, GA",170050.0,Single Family Residential,33.874556,-84.694713
1230,2014-07-01,2014-09-30,30127,"Atlanta, GA",177000.0,Single Family Residential,33.874556,-84.694713
1231,2014-08-01,2014-10-31,30127,"Atlanta, GA",178929.0,Single Family Residential,33.874556,-84.694713
1236,2014-10-01,2014-12-31,30127,"Atlanta, GA",187674.5,Single Family Residential,33.874556,-84.694713
1241,2014-11-01,2015-01-31,30127,"Atlanta, GA",170000.0,Single Family Residential,33.874556,-84.694713
1244,2014-12-01,2015-02-28,30127,"Atlanta, GA",164950.0,Single Family Residential,33.874556,-84.694713
1252,2015-03-01,2015-05-31,30127,"Atlanta, GA",184437.0,Single Family Residential,33.874556,-84.694713
1255,2015-04-01,2015-06-30,30127,"Atlanta, GA",175000.0,Single Family Residential,33.874556,-84.694713
1257,2015-05-01,2015-07-31,30127,"Atlanta, GA",181000.0,Single Family Residential,33.874556,-84.694713
1261,2015-06-01,2015-08-31,30127,"Atlanta, GA",179000.0,Single Family Residential,33.874556,-84.694713
1264,2015-08-01,2015-10-31,30127,"Atlanta, GA",178950.0,Single Family Residential,33.874556,-84.694713
1268,2015-09-01,2015-11-30,30127,"Atlanta, GA",170000.0,Single Family Residential,33.874556,-84.694713
1273,2015-10-01,2015-12-31,30127,"Atlanta, GA",175000.0,Single Family Residential,33.874556,-84.694713
1275,2015-11-01,2016-01-31,30127,"Atlanta, GA",164900.0,Single Family Residential,33.874556,-84.694713
1282,2015-12-01,2016-02-29,30127,"Atlanta, GA",168500.0,Single Family Residential,33.874556,-84.694713
1284,2016-01-01,2016-03-31,30127,"Atlanta, GA",174900.0,Single Family Residential,33.874556,-84.694713
1289,2016-02-01,2016-04-30,30127,"Atlanta, GA",195000.0,Single Family Residential,33.874556,-84.694713
1291,2016-03-01,2016-05-31,30127,"Atlanta, GA",199703.0,Single Family Residential,33.874556,-84.694713
1295,2016-04-01,2016-06-30,30127,"Atlanta, GA",198990.0,Single Family Residential,33.874556,-84.694713
1302,2016-06-01,2016-08-31,30127,"Atlanta, GA",199495.0,Single Family Residential,33.874556,-84.694713
1313,2016-08-01,2016-10-31,30127,"Atlanta, GA",180000.0,Single Family Residential,33.874556,-84.694713
1322,2016-12-01,2017-02-28,30127,"Atlanta, GA",196450.0,Single Family Residential,33.874556,-84.694713
1330,2017-04-01,2017-06-30,30127,"Atlanta, GA",217000.0,Single Family Residential,33.874556,-84.694713
1335,2017-05-01,2017-07-31,30127,"Atlanta, GA",210000.0,Single Family Residential,33.874556,-84.694713
1341,2017-07-01,2017-09-30,30127,"Atlanta, GA",220000.0,Single Family Residential,33.874556,-84.694713
1345,2017-08-01,2017-10-31,30127,"Atlanta, GA",223500.0,Single Family Residential,33.874556,-84.694713
1350,2017-09-01,2017-11-30,30127,"Atlanta, GA",220000.0,Single Family Residential,33.874556,-84.694713
1352,2017-10-01,2017-12-31,30127,"Atlanta, GA",211900.0,Single Family Residential,33.874556,-84.694713
1359,2017-12-01,2018-02-28,30127,"Atlanta, GA",213290.0,Single Family Residential,33.874556,-84.694713
1362,2018-01-01,2018-03-31,30127,"Atlanta, GA",217500.0,Single Family Residential,33.874556,-84.694713
1368,2018-02-01,2018-04-30,30127,"Atlanta, GA",225000.0,Single Family Residential,33.874556,-84.694713
1369,2018-03-01,2018-05-31,30127,"Atlanta, GA",230000.0,Single Family Residential,33.874556,-84.694713
1374,2018-05-01,2018-07-31,30127,"Atlanta, GA",254228.5,Single Family Residential,33.874556,-84.694713
1383,2018-07-01,2018-09-30,30127,"Atlanta, GA",229900.0,Single Family Residential,33.874556,-84.694713
1388,2018-09-01,2018-11-30,30127,"Atlanta, GA",236995.0,Single Family Residential,33.874556,-84.694713
1391,2018-10-01,2018-12-31,30127,"Atlanta, GA",235000.0,Single Family Residential,33.874556,-84.694713
1395,2018-12-01,2019-02-28,30127,"Atlanta, GA",205000.0,Single Family Residential,33.874556,-84.694713
1405,2019-04-01,2019-06-30,30127,"Atlanta, GA",242750.0,Single Family Residential,33.874556,-84.694713
1409,2019-05-01,2019-07-31,30127,"Atlanta, GA",257500.0,Single Family Residential,33.874556,-84.694713
1413,2019-06-01,2019-08-31,30127,"Atlanta, GA",259000.0,Single Family Residential,33.874556,-84.694713
1416,2019-07-01,2019-09-30,30127,"Atlanta, GA",258750.0,Single Family Residential,33.874556,-84.694713
1421,2019-08-01,2019-10-31,30127,"Atlanta, GA",251000.0,Single Family Residential,33.874556,-84.694713
1426,2019-10-01,2019-12-31,30127,"Atlanta, GA",255000.0,Single Family Residential,33.874556,-84.694713
1429,2019-11-01,2020-01-31,30127,"Atlanta, GA",257000.0,Single Family Residential,33.874556,-84.694713
1430,2019-12-01,2020-02-29,30127,"Atlanta, GA",245000.0,Single Family Residential,33.874556,-84.694713
1433,2020-01-01,2020-03-31,30127,"Atlanta, GA",250000.0,Single Family Residential,33.874556,-84.694713
1437,2020-03-01,2020-05-31,30127,"Atlanta, GA",265000.0,Single Family Residential,33.874556,-84.694713
1442,2020-05-01,2020-07-31,30127,"Atlanta, GA",284500.0,Single Family Residential,33.874556,-84.694713
1449,2020-06-01,2020-08-31,30127,"Atlanta, GA",289900.0,Single Family Residential,33.874556,-84.694713
1451,2020-07-01,2020-09-30,30127,"Atlanta, GA",288450.0,Single Family Residential,33.874556,-84.694713
1457,2020-08-01,2020-10-31,30127,"Atlanta, GA",293800.0,Single Family Residential,33.874556,-84.694713
1461,2020-10-01,2020-12-31,30127,"Atlanta, GA",285000.0,Single Family Residential,33.874556,-84.694713
1465,2020-11-01,2021-01-31,30127,"Atlanta, GA",285000.0,Single Family Residential,33.874556,-84.694713
1467,2020-12-01,2021-02-28,30127,"Atlanta, GA",290000.0,Single Family Residential,33.874556,-84.694713
1472,2021-01-01,2021-03-31,30127,"Atlanta, GA",281500.0,Single Family Residential,33.874556,-84.694713
1476,2021-02-01,2021-04-30,30127,"Atlanta, GA",275000.0,Single Family Residential,33.874556,-84.694713
1481,2021-03-01,2021-05-31,30127,"Atlanta, GA",280000.0,Single Family Residential,33.874556,-84.694713
1482,2021-04-01,2021-06-30,30127,"Atlanta, GA",309000.0,Single Family Residential,33.874556,-84.694713
1487,2021-05-01,2021-07-31,30127,"Atlanta, GA",339000.0,Single Family Residential,33.874556,-84.694713
1491,2021-06-01,2021-08-31,30127,"Atlanta, GA",350000.0,Single Family Residential,33.874556,-84.694713
1497,2021-08-01,2021-10-31,30127,"Atlanta, GA",335000.0,Single Family Residential,33.874556,-84.694713
1507,2012-01-01,2012-03-31,30092,"Atlanta, GA",243500.0,Single Family Residential,33.972386,-84.231986
1510,2012-02-01,2012-04-30,30092,"Atlanta, GA",257200.0,Single Family Residential,33.972386,-84.231986
1511,2012-03-01,2012-05-31,30092,"Atlanta, GA",295000.0,Single Family Residential,33.972386,-84.231986
1515,2012-04-01,2012-06-30,30092,"Atlanta, GA",287500.0,Single Family Residential,33.972386,-84.231986
1519,2012-05-01,2012-07-31,30092,"Atlanta, GA",280000.0,Single Family Residential,33.972386,-84.231986
1522,2012-06-01,2012-08-31,30092,"Atlanta, GA",268000.0,Single Family Residential,33.972386,-84.231986
1526,2012-07-01,2012-09-30,30092,"Atlanta, GA",272500.0,Single Family Residential,33.972386,-84.231986
1530,2012-09-01,2012-11-30,30092,"Atlanta, GA",277500.0,Single Family Residential,33.972386,-84.231986
1533,2012-10-01,2012-12-31,30092,"Atlanta, GA",267450.0,Single Family Residential,33.972386,-84.231986
1541,2012-12-01,2013-02-28,30092,"Atlanta, GA",262500.0,Single Family Residential,33.972386,-84.231986
1542,2013-01-01,2013-03-31,30092,"Atlanta, GA",295000.0,Single Family Residential,33.972386,-84.231986
1545,2013-02-01,2013-04-30,30092,"Atlanta, GA",310000.0,Single Family Residential,33.972386,-84.231986
1550,2013-03-01,2013-05-31,30092,"Atlanta, GA",319000.0,Single Family Residential,33.972386,-84.231986
1555,2013-05-01,2013-07-31,30092,"Atlanta, GA",326000.0,Single Family Residential,33.972386,-84.231986
1560,2013-06-01,2013-08-31,30092,"Atlanta, GA",345000.0,Single Family Residential,33.972386,-84.231986
1564,2013-07-01,2013-09-30,30092,"Atlanta, GA",335000.0,Single Family Residential,33.972386,-84.231986
1566,2013-08-01,2013-10-31,30092,"Atlanta, GA",324000.0,Single Family Residential,33.972386,-84.231986
1568,2013-09-01,2013-11-30,30092,"Atlanta, GA",324000.0,Single Family Residential,33.972386,-84.231986
1573,2013-10-01,2013-12-31,30092,"Atlanta, GA",330000.0,Single Family Residential,33.972386,-84.231986
1576,2013-11-01,2014-01-31,30092,"Atlanta, GA",342500.0,Single Family Residential,33.972386,-84.231986
1578,2013-12-01,2014-02-28,30092,"Atlanta, GA",325000.0,Single Family Residential,33.972386,-84.231986
1581,2014-01-01,2014-03-31,30092,"Atlanta, GA",306000.0,Single Family Residential,33.972386,-84.231986
1586,2014-03-01,2014-05-31,30092,"Atlanta, GA",345000.0,Single Family Residential,33.972386,-84.231986
1587,2014-04-01,2014-06-30,30092,"Atlanta, GA",346250.0,Single Family Residential,33.972386,-84.231986
1589,2014-05-01,2014-07-31,30092,"Atlanta, GA",341500.0,Single Family Residential,33.972386,-84.231986
1590,2014-06-01,2014-08-31,30092,"Atlanta, GA",340000.0,Single Family Residential,33.972386,-84.231986
1595,2014-07-01,2014-09-30,30092,"Atlanta, GA",343750.0,Single Family Residential,33.972386,-84.231986
1597,2014-08-01,2014-10-31,30092,"Atlanta, GA",326000.0,Single Family Residential,33.972386,-84.231986
1599,2014-09-01,2014-11-30,30092,"Atlanta, GA",295000.0,Single Family Residential,33.972386,-84.231986
1601,2014-10-01,2014-12-31,30092,"Atlanta, GA",282500.0,Single Family Residential,33.972386,-84.231986
1604,2014-11-01,2015-01-31,30092,"Atlanta, GA",292500.0,Single Family Residential,33.972386,-84.231986
1610,2015-01-01,2015-03-31,30092,"Atlanta, GA",394500.0,Single Family Residential,33.972386,-84.231986
1612,2015-02-01,2015-04-30,30092,"Atlanta, GA",351750.0,Single Family Residential,33.972386,-84.231986
1615,2015-03-01,2015-05-31,30092,"Atlanta, GA",343750.0,Single Family Residential,33.972386,-84.231986
1616,2015-04-01,2015-06-30,30092,"Atlanta, GA",350000.0,Single Family Residential,33.972386,-84.231986
1619,2015-05-01,2015-07-31,30092,"Atlanta, GA",349500.0,Single Family Residential,33.972386,-84.231986
1623,2015-06-01,2015-08-31,30092,"Atlanta, GA",347000.0,Single Family Residential,33.972386,-84.231986
1626,2015-07-01,2015-09-30,30092,"Atlanta, GA",335250.0,Single Family Residential,33.972386,-84.231986
1630,2015-08-01,2015-10-31,30092,"Atlanta, GA",329000.0,Single Family Residential,33.972386,-84.231986
1634,2015-09-01,2015-11-30,30092,"Atlanta, GA",340350.0,Single Family Residential,33.972386,-84.231986
1635,2015-11-01,2016-01-31,30092,"Atlanta, GA",353500.0,Single Family Residential,33.972386,-84.231986
1643,2016-02-01,2016-04-30,30092,"Atlanta, GA",376500.0,Single Family Residential,33.972386,-84.231986
1645,2016-03-01,2016-05-31,30092,"Atlanta, GA",378000.0,Single Family Residential,33.972386,-84.231986
1649,2016-04-01,2016-06-30,30092,"Atlanta, GA",369000.0,Single Family Residential,33.972386,-84.231986
1655,2016-06-01,2016-08-31,30092,"Atlanta, GA",354000.0,Single Family Residential,33.972386,-84.231986
1657,2016-07-01,2016-09-30,30092,"Atlanta, GA",350000.0,Single Family Residential,33.972386,-84.231986
1666,2016-10-01,2016-12-31,30092,"Atlanta, GA",365000.0,Single Family Residential,33.972386,-84.231986
1668,2016-11-01,2017-01-31,30092,"Atlanta, GA",331000.0,Single Family Residential,33.972386,-84.231986
1674,2017-01-01,2017-03-31,30092,"Atlanta, GA",345000.0,Single Family Residential,33.972386,-84.231986
1677,2017-02-01,2017-04-30,30092,"Atlanta, GA",372500.0,Single Family Residential,33.972386,-84.231986
1681,2017-03-01,2017-05-31,30092,"Atlanta, GA",400000.0,Single Family Residential,33.972386,-84.231986
1683,2017-04-01,2017-06-30,30092,"Atlanta, GA",410000.0,Single Family Residential,33.972386,-84.231986
1686,2017-05-01,2017-07-31,30092,"Atlanta, GA",400000.0,Single Family Residential,33.972386,-84.231986
1687,2017-06-01,2017-08-31,30092,"Atlanta, GA",350000.0,Single Family Residential,33.972386,-84.231986
1690,2017-07-01,2017-09-30,30092,"Atlanta, GA",375000.0,Single Family Residential,33.972386,-84.231986
1694,2017-08-01,2017-10-31,30092,"Atlanta, GA",379500.0,Single Family Residential,33.972386,-84.231986
1702,2017-11-01,2018-01-31,30092,"Atlanta, GA",394000.0,Single Family Residential,33.972386,-84.231986
1705,2017-12-01,2018-02-28,30092,"Atlanta, GA",360000.0,Single Family Residential,33.972386,-84.231986
1708,2018-02-01,2018-04-30,30092,"Atlanta, GA",399750.0,Single Family Residential,33.972386,-84.231986
1713,2018-04-01,2018-06-30,30092,"Atlanta, GA",417500.0,Single Family Residential,33.972386,-84.231986
1714,2018-05-01,2018-07-31,30092,"Atlanta, GA",447500.0,Single Family Residential,33.972386,-84.231986
1720,2018-06-01,2018-08-31,30092,"Atlanta, GA",450000.0,Single Family Residential,33.972386,-84.231986
1721,2018-07-01,2018-09-30,30092,"Atlanta, GA",441400.0,Single Family Residential,33.972386,-84.231986
1728,2018-09-01,2018-11-30,30092,"Atlanta, GA",382500.0,Single Family Residential,33.972386,-84.231986
